id,event_type,latitude,longitude,endlatitude,endlongitude,address,end_address,event_cause,requires_road_closure,start_datetime,end_datetime,status,authenticated,modified_datetime,map_file,direction,description,veh_type,veh_no,corridor,priority,cargo_material,reason_breakdown,age_of_truck,created_date,route_path,client_id,created_by_id,last_modified_by_id,assigned_to_police_id,citizen_accident_id,comment,police_station,meta_data,kgid,resolved_at_address,resolved_at_latitude,resolved_at_longitude,closed_by_id,closed_datetime,resolved_by_id,resolved_datetime,gba_identifier,zone,junction,duration_minutes,hour,day_of_week,is_weekend,month,peak_hour_flag,is_night,is_holiday,event_window,event_window_code,location_cluster,distance_to_nearest_junction_km,distance_to_nearest_corridor_km,is_major_corridor,event_path_distance_km,contains_water,contains_tree,contains_accident,contains_rally,contains_breakdown,contains_pothole,contains_closure,event_type_encoded,event_cause_encoded,priority_encoded,veh_type_encoded,status_encoded,corridor_encoded,junction_encoded,zone_encoded,tfidf_accident,tfidf_congestion,tfidf_construction,tfidf_others,tfidf_pot_holes,tfidf_procession,tfidf_public_event,tfidf_road_conditions,tfidf_starting_problem,tfidf_starting_problem_vehicle_breakdown,tfidf_tree_fall,tfidf_unknown,tfidf_unknown_accident,tfidf_unknown_pot_holes,tfidf_unknown_tree_fall,tfidf_unknown_vehicle_breakdown,tfidf_unknown_water_logging,tfidf_vehicle_breakdown,tfidf_vehicle_breakdown_vehicle_breakdown,tfidf_water_logging,severity_score,severity,severity_encoded,congestion_impact_score,affected_radius,corridor_historical_avg_duration,corridor_historical_avg_severity,corridor_historical_event_frequency,corridor_historical_avg_impact,junction_historical_avg_duration,junction_historical_avg_severity,junction_historical_event_frequency,junction_historical_avg_impact,location_cluster_historical_avg_duration,location_cluster_historical_avg_severity,location_cluster_historical_event_frequency,location_cluster_historical_avg_impact,corridor_rolling_impact_30d,junction_rolling_impact_30d,location_cluster_rolling_impact_30d,historical_impact_score
FKID007177,unplanned,13.0167887,77.6608038,13.0167887,77.6608038,"MBT Road, Vijaya Bank Colony, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",,others,0,2023-12-24 19:41:36.637000+00:00,2023-12-24 19:46:35.794497+00:00,active,1,2023-12-24 19:46:35.794497+00:00,,unknown,clactch_plate_prblem,unknown,,orr_north_1,high,,,,2023-12-24 19:42:37.282995+00:00,,1,FKUSR00748,FKUSR00001,,,,banaswadi,,FKKG000732,,,,,,,,Bengaluru East Corporation,east_zone_2,ramamurthynagarjunction,4.985958283333333,19,6,1,12,1,0,1,evening,1,0,0.02605524654947355,3.3737679309296515,1,0.0,0,0,0,0,0,0,0,1,5,0,10,0,16,226,3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Medium,1,55.62,0.9,641.4628361309698,1.4036363636363636,275,70.51603636363636,105.16820771851852,1.3333333333333333,9,65.22777777777777,905.855646780299,1.0737155621742367,8058,65.1206825515016,70.84196428571428,59.82,63.76350571256765,71.3
FKID007178,unplanned,13.0198686,77.6528368,13.0198686,77.6528368,"5th A Cross Road, CMR Colony, Babusapalya, Bengaluru, Karnataka. Pin-560043 (India)",,others,0,2023-12-24 19:55:36.227000+00:00,2023-12-24 20:47:05.228919+00:00,active,1,2023-12-24 20:47:05.228919+00:00,,unknown,stating_problem,unknown,,orr_north_1,high,,,,2023-12-24 19:56:18.189688+00:00,,1,FKUSR00748,FKUSR00001,,,,banaswadi,,FKKG000732,,,,,,,,Bengaluru North Corporation,north_zone_1,horamavujunction,51.483365316666664,19,6,1,12,1,0,1,evening,1,0,0.38827645709835956,2.4461386466321424,1,0.0,0,0,0,0,0,0,0,1,5,0,10,0,16,104,4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Medium,1,61.44,0.9,641.4628361309698,1.4036363636363636,275,70.51603636363636,148.22104857638888,1.5833333333333333,12,74.89916666666666,905.855646780299,1.0737155621742367,8058,65.1206825515016,70.67701754385965,73.55666666666666,63.74535177390259,71.3
FKID005497,unplanned,13.0032564,77.5259337,13.0032564,77.5259337,"Laggere Main Road, Swatantra Yodhara Nagar, Laggere, Bengaluru, Karnataka. Pin-560058 (India)",,vehicle_breakdown,0,2023-12-24 21:22:07.320000+00:00,2023-12-24 23:35:48.045157+00:00,closed,1,2023-12-24 23:35:48.045157+00:00,,unknown,truck_offroad_due_to_starting_problem_traffic_normal,truck,FKN00GL2723,non_corridor,low,Yes,Starting problem,8.0,2023-12-24 21:25:48.909237+00:00,,1,FKUSR01320,FKUSR00001,,,,rajajinagar,,FKKG001279,,,,,,,,Bengaluru West Corporation,west_zone_1,unknown,133.67875261666666,21,6,1,12,1,0,1,evening,1,0,1.9238556997238068,1.9115268799041543,1,0.0,0,0,0,0,1,0,0,1,13,1,9,1,11,277,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,Medium,1,71.71,0.9,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.20408618127786,61.62040520984082,63.716375150784074,53.22
FKID007179,unplanned,13.0325119,77.5336364,13.0325119,77.5336364,"Mumbai Bengaluru Highway, Ramana Joythi Apartment, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",,vehicle_breakdown,0,2023-12-24 21:55:51.042000+00:00,2023-12-24 23:54:59.422817+00:00,closed,0,2023-12-24 23:54:59.423379+00:00,,unknown,wheel_jam_aagide,others,FKN00GL3627,tumkur_road,high,,,,2023-12-24 21:57:08.890976+00:00,,1,FKUSR00210,FKUSR00001,,,,yeshwanthpura,,FKKG000202,,,,FKUSR00210,2023-12-24 23:54:59.422817+00:00,,,Bengaluru West Corporation,west_zone_1,gokuldasimagesjunc,119.13968028333333,21,6,1,12,1,0,1,evening,1,0,0.44330526309011986,0.1302472344177872,1,0.0,0,0,0,0,1,0,0,1,13,0,5,1,19,90,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4,High,2,84.89,1.25,437.78307261015283,1.3187772925764192,458,67.22281659388646,103.2117212154762,1.4642857142857142,28,71.65107142857143,905.855646780299,1.0737155621742367,8058,65.1206825515016,61.65235294117647,69.91,63.71521712907117,67.77
FKID007181,unplanned,12.9801325,77.588269,12.9801325,77.588269,"D Devaraj Urs Road, Karnataka Bhavan Junction, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",,vehicle_breakdown,0,2023-12-24 22:22:36.184000+00:00,2023-12-25 00:35:47.803991+00:00,closed,1,2023-12-25 00:35:47.803991+00:00,,unknown,namaste_sar_emjin_samasye_ide_sar_myaakaanik_ge_barooke_heelidaare_traaphik_een_samasye_illaa_sar_cid_towards_person_near_etriya_hootel_near_sar,ksrtc_bus,FKN00GL3629,non_corridor,low,,,,2023-12-24 22:26:01.039947+00:00,,1,FKUSR01856,FKUSR00001,,,,cubbon_park,,FKKG001737,,,,,,,,Bengaluru Central Corporation,central_zone_2,cid_carltonhousejunc,133.19366651666667,22,6,1,12,0,1,1,night,4,0,0.23529540721922693,0.1695006758880307,1,0.0,0,0,0,0,1,0,0,1,13,1,3,1,11,58,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Low,0,46.65,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,1240.8787014962963,0.4444444444444444,9,58.443333333333335,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.20319465081724,57.79,63.723270971635486,53.22
FKID007180,unplanned,12.9756263,77.586833,12.975771,77.5875108,"Dr Ambedkar Road, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)","Cubbon Park Road, Krishna Rajendra Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,1,2023-12-24 22:23:17.808000+00:00,2023-12-25 00:00:01.435082+00:00,closed,1,2023-12-25 00:00:01.435697+00:00,,unknown,unknown,bmtc_bus,FKN00GL3628,non_corridor,low,,,,2023-12-24 22:24:29.419646+00:00,,1,FKUSR01360,FKUSR00001,,,,halasuru_gate,,FKKG001312,,,,FKUSR01360,2023-12-25 00:00:01.435082+00:00,,,Bengaluru Central Corporation,central_zone_2,k_r_circle,96.72711803333333,22,6,1,12,0,1,1,night,4,0,0.11094175613270028,0.5657893634657373,1,0.07518535887115925,0,0,0,0,1,0,0,1,13,1,1,1,11,128,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123344187878399,0.0,0.0,0.0,0.7156993212206915,0.0,0.3358884356032517,0.0,0.0,3,Medium,1,72.09,1.415,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,957.492972855914,0.6129032258064516,31,60.48870967741936,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.22676557863502,60.47999999999999,63.728317249698435,82.36
FKID007182,unplanned,12.9679099,77.5872544,12.9679099,77.5872544,"District Office Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",,vehicle_breakdown,0,2023-12-24 22:43:16.359000+00:00,2023-12-24 23:29:38.881561+00:00,closed,0,2023-12-24 23:29:38.882072+00:00,,unknown,bmtc_bus_off_road_at_police_corner_junction,bmtc_bus,FKN00GL3630,mysore_road,high,,,,2023-12-24 22:44:41.043947+00:00,,1,FKUSR00756,FKUSR00001,,,,halasuru_gate,,FKKG000740,,,,FKUSR00756,2023-12-24 23:29:38.881561+00:00,,,Bengaluru Central Corporation,central_zone_2,policecornerjunc,46.37537601666667,22,6,1,12,0,1,1,night,4,0,0.020149574676593028,1.4245805029557435,1,0.0,0,0,0,0,1,0,0,1,13,0,1,1,10,212,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,Medium,1,50.8,0.9,813.8669654716016,1.4158815612382234,743,70.74039030955585,461.19688486666666,1.1923076923076923,26,63.99769230769231,905.855646780299,1.0737155621742367,8058,65.1206825515016,69.04269938650306,63.48857142857143,63.72052441229657,67.77
FKID007183,unplanned,12.9871704,77.5984368,12.9871704,77.5984368,"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",,vehicle_breakdown,0,2023-12-24 22:59:20.777000+00:00,2023-12-25 01:35:47.930273+00:00,closed,1,2023-12-25 01:35:47.930273+00:00,,unknown,vehicle_break_down,bmtc_bus,FKN00GL3631,non_corridor,low,,,,2023-12-24 23:00:17.202298+00:00,,1,FKUSR00092,FKUSR00001,,,,shivajinagar,,FKKG000086,,,,,,,,Bengaluru Central Corporation,central_zone_2,indianexpressjunction,156.45255455,22,6,1,12,0,1,1,night,4,0,0.4048869051972234,0.4949781349471708,1,0.0,0,0,0,0,1,0,0,1,13,1,1,1,11,111,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Low,0,49.56,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,1002.3799466510417,1.375,16,61.034375,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.21688888888889,55.90857142857143,63.71199397590362,53.22
FKID005498,unplanned,13.0371565,77.5352186,13.0369042,77.5352823,"Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)","Watch Factory Road, Brigade Rubix, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",construction,1,2023-12-24 23:29:15.699000+00:00,2023-12-24 23:57:33.013173+00:00,closed,1,2023-12-24 23:57:33.013654+00:00,,unknown,location_circle_towards_location_jn_sir,unknown,,non_corridor,low,,,,2023-12-24 23:30:22.515311+00:00,,1,FKUSR00528,FKUSR00001,,,,jalahalli,,FKKG000517,,,,FKUSR00528,2023-12-24 23:57:33.013173+00:00,,,Bengaluru North Corporation,north_zone_2,unknown,28.28856955,23,6,1,12,0,1,1,night,4,0,0.6444735804231937,0.57442201966263,1,0.028890719711147924,0,0,0,0,0,0,0,1,2,1,10,1,11,277,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Medium,1,63.54,1.406,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.22772189349113,61.62317919075145,63.71336746987951,86.04
FKID007184,unplanned,12.9591464,77.6575131,12.9591464,77.6575131,"2nd Cross Road, Ganesha Mandira Circle, Airport Area, Bengaluru, Karnataka. Pin-560017 (India)",,others,0,2023-12-24 23:36:58.054000+00:00,2023-12-27 23:17:08.419421+00:00,closed,1,2023-12-27 23:17:08.419986+00:00,,unknown,location_fastivels,unknown,,old_airport_road,high,,,,2023-12-24 23:37:45.588252+00:00,,1,FKUSR00636,FKUSR00001,,,,jeevanbheemanagar,,FKKG000623,,,,FKUSR00636,2023-12-27 23:17:08.419421+00:00,,,Bengaluru Central Corporation,central_zone_1,isro_junction_airport_rd,4300.172757016667,23,6,1,12,0,1,1,night,4,0,0.25340442203133773,0.2881928347562715,1,0.0,0,0,0,0,0,0,0,1,5,0,10,1,12,113,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,High,2,90.0,1.25,1370.6282811576755,1.4342105263157894,76,71.2832894736842,1511.3329095537038,1.4444444444444444,9,72.75222222222222,905.855646780299,1.0737155621742367,8058,65.1206825515016,82.10000000000001,68.7675,63.729193257074044,71.3
FKID007185,unplanned,13.0744799,77.592693,13.0744799,77.592693,"Bellary Road, Century Horizon, Yashoda Nagar, Yelahanka, Bengaluru, Karnataka. Pin-560065 (India)",,vehicle_breakdown,0,2023-12-25 00:19:01.400000+00:00,2023-12-25 00:53:31.158313+00:00,closed,1,2023-12-25 00:53:31.158857+00:00,,unknown,unknown,lcv,FKN00GL3632,bellary_road_2,high,,,,2023-12-25 00:19:51.068439+00:00,,1,FKUSR00147,FKUSR00001,,,,yelahanka,,FKKG000141,,,,FKUSR00147,2023-12-25 00:53:31.158313+00:00,,,Bengaluru North Corporation,north_zone_1,jakkurcrossjunction,34.49597188333333,0,0,0,12,0,1,1,late_night,2,0,0.1072558697162835,2.764136168095276,1,0.0,0,0,0,0,1,0,0,1,13,0,4,1,3,119,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123344187878399,0.0,0.0,0.0,0.7156993212206915,0.0,0.3358884356032517,0.0,0.0,2,Medium,1,49.31,0.9,623.9550017936675,1.482849604221636,379,72.46828496042217,121.67840572592591,1.5,18,72.91555555555556,905.855646780299,1.0737155621742367,8058,65.1206825515016,72.5597619047619,69.01,63.727281494876436,67.77
FKID007186,unplanned,12.95008982,77.53760297,12.952431,77.5370367,"Nice Bangalore Mysore Expressway, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)","Chord Road, Bhel Circle, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",procession,1,2023-12-25 00:44:26.681000+00:00,2023-12-25 03:35:47.515095+00:00,closed,1,2023-12-25 03:35:47.515095+00:00,,unknown,person_procession,unknown,,west_of_chord_road,high,,,,2023-12-25 00:45:50.596611+00:00,,1,FKUSR00154,FKUSR00001,,,,byatarayanapura,,FKKG000148,,,,,,,,Bengaluru West Corporation,west_zone_2,kimco_junction,171.34723491666668,0,0,0,12,0,1,1,late_night,2,0,0.1530562456632932,3.39960081961737,1,0.26746238851796267,0,0,0,1,0,0,0,1,7,0,10,1,22,143,10,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,High,2,96.42,1.803,965.3375271744253,1.3620689655172413,174,68.94275862068966,340.1427360435484,1.5483870967741935,31,74.36,905.855646780299,1.0737155621742367,8058,65.1206825515016,69.30580645161291,76.77461538461539,63.74811934900543,95.56
FKID005499,unplanned,13.0322817,77.5876433,13.0322817,77.5876433,"Bellary Road, TP Venugopal Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",,construction,0,2023-12-25 01:34:01.276000+00:00,2023-12-30 03:23:41.310628+00:00,closed,1,2023-12-30 03:23:41.311117+00:00,,unknown,footpath_work_cleaning,unknown,,bellary_road_1,high,,,,2023-12-25 01:35:02.926602+00:00,,1,FKUSR00285,FKUSR00001,,,,kodigehalli,,FKKG000277,,,,FKUSR00285,2023-12-30 03:23:41.310628+00:00,,,Bengaluru North Corporation,north_zone_2,unknown,7309.6672438,1,0,0,12,0,1,1,late_night,2,0,1.168563462432724,1.9819032968372625,1,0.0,0,0,0,0,0,0,0,1,2,0,10,1,2,277,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,High,2,90.0,1.25,577.4034752757923,1.4065573770491804,610,70.72727868852459,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,71.91435483870967,61.66385838150289,63.772423146473784,82.45
FKID005164,planned,13.0395748,77.6414231,13.0395748,77.6414231,"Hennur Main Road, Skyline Retreat, Vaddrapalya, Hennuru, Bengaluru, Karnataka. Pin-560043 (India)",,construction,0,2023-12-25 02:33:10.717000+00:00,2023-12-25 02:34:46+00:00,closed,1,2023-12-25 03:35:47.540972+00:00,,unknown,vaddarapaalya_junction_nalli_location_ravara_vatiyimda_kaamagaari_pragatiyalliddu_road_yalli_gumdi_toodiruvudarimda_samchaaravu_nidhaana_gatiyalli_iruttade,unknown,,airport_new_south_road,high,,,,2023-12-25 02:43:28.466672+00:00,,1,FKUSR01129,FKUSR00001,,,,hennuru,,FKKG001090,,,,,,,,Bengaluru North Corporation,north_zone_1,unknown,1.58805,2,0,0,12,0,1,1,late_night,2,0,1.594302763846764,1.5297094697907567,1,0.0,0,0,0,0,0,0,0,0,2,0,10,1,0,277,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Medium,1,45.2,0.9,1557.6976262176618,1.537313432835821,67,76.34373134328358,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,83.57,61.65552023121386,63.76894514767933,82.45
FKID007187,unplanned,12.993323,77.607171,12.993323,77.607171,"New Bamboo Bazar Road, Coles Park Junction, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",,vehicle_breakdown,0,2023-12-25 03:28:32.017000+00:00,2023-12-25 04:39:07.121368+00:00,closed,1,2023-12-25 04:39:07.121870+00:00,,unknown,traffic_no_problem_vehicle_movement_as_usal,bmtc_bus,FKN00GL3633,non_corridor,low,,,,2023-12-25 03:33:00.499160+00:00,,1,FKUSR01857,FKUSR00001,,,,pulikeshinagar_f_town,,FKKG001738,,,,FKUSR01857,2023-12-25 04:39:07.121368+00:00,,,Bengaluru North Corporation,north_zone_1,hainsjunc,70.5850728,3,0,0,12,0,1,1,late_night,2,0,0.12372373093125312,1.391816129371189,1,0.0,0,0,0,0,1,0,0,1,13,1,1,1,11,96,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Low,0,38.82,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,1777.1205411111112,0.3333333333333333,6,55.471666666666664,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.21915555555555,57.124,63.76229053646775,53.22
FKID007188,unplanned,13.0697157,77.5915028,13.0697157,77.5915028,"Raintree Boulevard Internal Road, Raintree Boulevard, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)",,vehicle_breakdown,0,2023-12-25 03:53:26.511000+00:00,2023-12-25 06:35:47.973692+00:00,closed,1,2023-12-25 06:35:47.973692+00:00,,unknown,person_on_flyover_towards_airport_location_offroad_back_wheel_puncher_sir_traffic_no_problem_sir,truck,FKN00GL2767,bellary_road_2,high,BBMP,Back wheel puncher,20.0,2023-12-25 03:55:40.151436+00:00,,1,FKUSR00089,FKUSR00001,,,,kodigehalli,,FKKG000083,,,,,,,,Bengaluru North Corporation,north_zone_1,batrayanapura_amrutahalli_junction,162.35771153333332,3,0,0,12,0,1,1,late_night,2,0,0.30684461495073173,3.3093455630879873,1,0.0,0,0,0,0,1,0,0,1,13,0,9,1,3,30,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3,Medium,1,65.29,0.9,623.9550017936675,1.482849604221636,379,72.46828496042217,112.09742914761905,1.3571428571428572,14,69.72642857142857,905.855646780299,1.0737155621742367,8058,65.1206825515016,72.47423529411765,75.022,63.7632108433735,67.77
FKID005500,unplanned,13.0618969,77.594485,13.0600856,77.5935655,"Bellary Road, Century Ethos, Kashi Nagar, Byatarayanapura, Bengaluru, Karnataka. Pin-560092 (India)","Bellary Road, Esteem Gardenia, Sahakara Nagar, Bengaluru, Karnataka. Pin-560092 (India)",vehicle_breakdown,1,2023-12-25 03:57:18.163000+00:00,2023-12-25 06:35:47.933240+00:00,closed,1,2023-12-25 06:35:47.933240+00:00,,unknown,unknown,private_car,FKN00GL2724,bellary_road_2,high,,,,2023-12-25 03:58:15.406750+00:00,,1,FKUSR00005,FKUSR00001,,,,hebbala,,FKKG000663,,,,,,,,Bengaluru North Corporation,north_zone_1,unknown,158.49617066666667,3,0,0,12,0,1,1,late_night,2,0,0.6302353985038367,4.012348983277786,1,0.22468860331418664,0,0,0,0,1,0,0,1,13,0,7,1,3,277,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123344187878399,0.0,0.0,0.0,0.7156993212206915,0.0,0.3358884356032517,0.0,0.0,5,High,2,94.81,1.795,623.9550017936675,1.482849604221636,379,72.46828496042217,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,72.7339534883721,61.720476878612715,63.78190246839254,91.28
FKID005501,unplanned,12.9798095,77.5106451,12.9798095,77.5106451,"Sri Annapoorneshwari Temple Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",,vehicle_breakdown,0,2023-12-25 04:32:27.667000+00:00,2023-12-25 06:35:47.989101+00:00,closed,1,2023-12-25 06:35:47.989101+00:00,,unknown,vehicle_off_road_at_bda_complex_junction_towards_magadi_main_road_traffic_movieng_slowly,private_bus,FKN00GL2725,non_corridor,low,,,,2023-12-25 04:38:41.602935+00:00,,1,FKUSR00599,FKUSR00001,,,,jnanabharathi,,FKKG000587,,,,,,,,Bengaluru West Corporation,west_zone_1,unknown,123.33870168333333,4,0,0,12,0,1,1,late_night,2,0,0.9778735794681506,1.2414376412293657,1,0.0,0,0,0,0,1,0,0,1,13,1,6,1,11,277,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Low,0,45.42,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,909.2545886939166,1.0330213667667314,5663,64.75658484901994,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.16637444279346,61.69695526695527,63.75571514785757,53.22
FKID007189,unplanned,13.1008567,77.582507,13.1007663,77.5825277,"Yelahanka New Town Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)","Yelahanka New Town Main Road, Sector B, Yelahanka New Town, Bengaluru, Karnataka. Pin-560064 (India)",tree_fall,1,2023-12-25 06:06:06.450000+00:00,2023-12-28 20:44:06.494536+00:00,closed,1,2023-12-28 20:44:06.495100+00:00,,unknown,meejar_samdiip_unnikrushnan_rood_oom_agaravaal_bhavan_mumbaaga_marada_kombe_kaar_meel_biddiddu_kaar_jakamagomdiruttade_haaguu_rood_kloos_aagiruttade,unknown,,non_corridor,low,,,,2023-12-25 06:07:26.864909+00:00,,1,FKUSR00577,FKUSR00001,,,,yelahanka,,FKKG000566,,,,FKUSR00577,2023-12-28 20:44:06.494536+00:00,,,Bengaluru North Corporation,north_zone_2,sandeepunnikrishnan_yelhanka,5198.000742266667,6,0,0,12,0,0,1,morning,3,0,0.4184669189863797,1.7883831834630266,1,0.010298991001423306,0,1,0,0,0,0,0,1,12,1,10,1,11,237,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,High,2,100.0,1.752,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,729.3035148937499,0.625,8,59.3175,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.23140949554897,75.30666666666667,63.83775893397941,82.81
FKID007190,unplanned,13.056604,77.5466758,13.056604,77.5466758,"SM Road, Gangamma Circle, Ramchandrapura, Bengaluru, Karnataka. Pin-560013 (India)",,vehicle_breakdown,0,2023-12-25 06:14:25.366000+00:00,2023-12-25 08:35:47.764584+00:00,closed,1,2023-12-25 08:35:47.764584+00:00,,unknown,unknown,private_car,FKN00GL3634,non_corridor,low,,,,2023-12-25 06:17:24.345700+00:00,,1,FKUSR00329,FKUSR00001,,,,jalahalli,,FKKG000321,,,,,,,,Bengaluru North Corporation,north_zone_2,gangammagudijunc,141.37330973333334,6,0,0,12,0,0,1,morning,3,0,0.014641742794901328,1.6442796388956356,1,0.0,0,0,0,0,1,0,0,1,13,1,7,1,11,86,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6123344187878399,0.0,0.0,0.0,0.7156993212206915,0.0,0.3358884356032517,0.0,0.0,1,Low,0,47.67,0.55,1072.2135594958706,0.5160051216389244,3124,57.65349551856594,68.96706022222223,0.0,6,41.95333333333333,905.855646780299,1.0737155621742367,8058,65.1206825515016,56.21872592592592,45.78,63.82797215496368,53.22
